collection_date,day,month,year,grain_mill_id,sample_id,planting_month,planting_dekad,harvest_month,harvest_dekad,seed_type,other_seed_type,intercropped,intercrop_crop,number_intercrop,fertilizer,water_stress,drought_period,pest_pressure,maize_maturity,mature_rain,maize_dry,dried_rain,maize_shelled,drying_place,other_drying_place,maize_storage_merged,sort_maize_merged,flour_type,sample_lost_yes-1_no-0,mill_lat,mill_long,mill_village,mill_ward
30/05/19,30,5,19,63,1,12,1835,5,1914,"8, 9",Nyeupe na nyekundu,1,NA,0,3,1,2,1,2,NA,1,1,1,2,NA,bags,"winnow, sort",2,1,-5.967133674,36.89014845,Kiteto,Pandambili
30/05/19,30,5,19,63,2,12,1836,5,1915,8,NA,2,Sunflower,1,3,1,2,1,1,1,2,NA,1,2,NA,NA,NA,2,1,-5.967133674,36.89014845,Kiteto,Pandambili
30/05/19,30,5,19,63,3,12,1835,5,1915,8,NA,2,Sunflower,1,3,1,2,3,2,NA,2,NA,1,1,NA,bags,none,2,1,-5.967133674,36.89014845,Kiteto,Pandambili
30/05/19,30,5,19,63,4,12,1834,4,1910,8,NA,2,Sunflower,1,3,1,2,1,2,NA,1,1,1,1,NA,bags,"winnow, sort",2,1,-5.967133674,36.89014845,Kiteto,Pandambili
30/05/19,30,5,19,63,5,12,1836,5,1915,8,NA,2,Pigeon Pea,1,3,1,2,1,2,NA,2,NA,1,1,NA,bags,"winnow, sort",4,0,-5.967133674,36.89014845,Kiteto,Pandambili
30/05/19,30,5,19,63,6,12,1836,5,1915,8,NA,2,Sunflower,1,3,1,2,3,1,2,2,NA,2,2,NA,NA,NA,1,1,-5.967133674,36.89014845,Kiteto,Pandambili
30/05/19,30,5,19,63,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bags,"winnow, sort",4,1,-5.967133674,36.89014845,Kiteto,Pandambili
30/05/19,30,5,19,63,8,1,1902,5,1915,8,NA,1,NA,0,3,1,2,3,1,1,2,NA,1,1,NA,bags,"winnow, sort",1,1,-5.967133674,36.89014845,Kiteto,Pandambili
30/05/19,30,5,19,64,1,12,1834,5,1915,8,NA,1,NA,0,3,1,"2, 3",2,2,NA,1,1,2,1,NA,bags,"winnow, sort",2,1,-5.9662205,36.8905472,Kiteto,Pandambili
30/05/19,30,5,19,64,2,11,1833,3,1909,8,NA,1,NA,0,3,1,3,2,1,1,1,1,2,2,NA,bags,sort,2,1,-5.9662205,36.8905472,Kiteto,Pandambili
30/05/19,30,5,19,64,3,12,1835,5,1913,8,NA,2,"Sunflower, Pigeon Pea",2,3,1,"2, 3",3,1,1,1,1,2,2,NA,bags,NA,2,1,-5.9662205,36.8905472,Kiteto,Pandambili
30/05/19,30,5,19,64,4,12,1834,5,1914,8,NA,2,"Sunflower, Pigeon Pea",2,3,2,NA,3,1,1,1,1,2,2,NA,NA,"winnow, sort",2,1,-5.9662205,36.8905472,Kiteto,Pandambili
30/05/19,30,5,19,64,5,1,1901,5,1914,8,NA,2,Pigeon Pea,1,3,1,3,2,1,1,1,1,1,1,NA,bags,winnow,2,1,-5.9662205,36.8905472,Kiteto,Pandambili
30/05/19,30,5,19,65,1,12,1836,5,1915,"8, 9",Ndogo,2,"Sunflower, Pigeon Pea, Groundnut",3,3,1,2,2,1,1,1,1,1,1,NA,bags,"winnow, sort",2,1,-6.04778617,36.78725058,Lenjulu,Pandambili
30/05/19,30,5,19,65,2,12,1835,4,1912,"8, 9",Ndogo,2,"Sunflower, Pigeon Pea",2,3,1,2,3,1,1,1,1,1,2,NA,bags,"winnow, sort",2,1,-6.04778617,36.78725058,Lenjulu,Pandambili
30/05/19,30,5,19,66,1,12,1835,4,1912,"8, 9",Ndogo,2,Sunflower,1,3,1,2,3,1,1,1,1,3,1,NA,NA,NA,2,1,-6.048146629,36.78746963,Lenjulu,Pandambili
30/05/19,30,5,19,66,2,12,1835,4,1912,"8, 9",Kati,1,NA,0,3,1,2,3,2,NA,2,NA,1,1,NA,bags,"winnow, sort",2,1,-6.048146629,36.78746963,Lenjulu,Pandambili
30/05/19,30,5,19,66,3,12,1834,5,1915,9,Purchased. Ndogo,2,Sunflower,1,3,1,2,3,1,1,1,1,1,1,NA,NA,NA,1,1,-6.048146629,36.78746963,Lenjulu,Pandambili
30/05/19,30,5,19,66,4,12,1836,4,1911,8,Kubwa,2,Pigeon Pea,1,3,1,2,3,1,1,2,NA,3,1,NA,bags,"winnow, sort",2,1,-6.048146629,36.78746963,Lenjulu,Pandambili
30/05/19,30,5,19,66,5,12,1834,5,1915,9,Purchased neighbor. Nyepesi,2,Sunflower,1,3,1,2,3,1,1,1,1,1,1,NA,none,winnow,2,1,-6.048146629,36.78746963,Lenjulu,Pandambili
30/05/19,30,5,19,66,6,1,1901,5,1915,8,NA,1,NA,0,3,1,2,2,2,NA,1,1,1,1,NA,bags,"winnow, sort",2,1,-6.048146629,36.78746963,Lenjulu,Pandambili
30/05/19,30,5,19,67,1,1,1901,5,1915,8,NA,2,"Sunflower, Pigeon Pea",2,3,1,3,2,1,1,1,1,1,1,NA,bags,NA,2,1,-6.0453118,36.7907675,Lenjulu,Pandambili
30/05/19,30,5,19,68,1,1,1901,5,1915,8,NA,2,"Sunflower, Pigeon Pea",2,3,1,3,3,1,1,1,1,1,1,NA,bags,"winnow, sort",2,1,-6.0477649,36.7899711,Lenjulu,Pandambili
30/05/19,30,5,19,68,2,12,1836,5,1914,8,NA,1,NA,0,3,1,"2, 3",2,1,1,1,1,1,2,NA,none,"winnow, sort",2,1,-6.0477649,36.7899711,Lenjulu,Pandambili
30/05/19,30,5,19,68,3,1,1901,5,1914,8,NA,2,"Sunflower, Sorghum",2,3,1,2,2,1,1,1,1,1,1,NA,bags,winnow,2,1,-6.0477649,36.7899711,Lenjulu,Pandambili
30/05/19,30,5,19,68,4,1,1901,5,1913,8,NA,2,"Sunflower, Cowpea, Pigeon Pea",3,3,1,2,1,1,1,1,1,1,2,NA,bags,winnow,2,1,-6.0477649,36.7899711,Lenjulu,Pandambili
31/05/19,31,5,19,69,1,12,1836,5,1915,8,NA,2,Cassava,1,3,1,2,3,1,1,2,NA,1,1,NA,bags,"winnow, sort",2,1,-5.751119756,36.54428807,Makawa,Mkoka
31/05/19,31,5,19,70,1,12,1835,5,1915,8,NA,2,NA,NA,3,1,2,3,2,NA,2,NA,1,2,NA,none,"winnow, sort",2,1,-5.751140565,36.5436495,Makawa,Mkoka
31/05/19,31,5,19,70,2,1,1902,5,1915,8,NA,2,Sunflower,1,3,1,2,2,2,NA,2,NA,1,1,NA,none,sort,2,1,-5.751140565,36.5436495,Makawa,Mkoka
31/05/19,31,5,19,70,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,winnow,2,1,-5.751140565,36.5436495,Makawa,Mkoka
31/05/19,31,5,19,70,4,1,1902,5,1915,"8, 5",NA,2,Pigeon Pea,1,3,1,"1, 2, 3",2,1,1,2,NA,1,1,NA,none,"winnow, sort",2,1,-5.751140565,36.5436495,Makawa,Mkoka
31/05/19,31,5,19,70,5,2,1905,5,1915,9,Purchased from neighbor. Ndogo,2,"Sorghum, Sunflower",2,3,1,"2, 1",2,1,1,2,NA,1,1,NA,plastic_container,"winnow, sort",2,1,-5.751140565,36.5436495,Makawa,Mkoka
31/05/19,31,5,19,71,1,1,1901,5,1913,8,NA,2,"Red Sorghum, Pigeon Pea",2,3,1,"2, 3",3,2,NA,1,1,1,2,NA,plastic_container,"winnow, sort",1,1,-5.7549426,36.5398929,Makawa,Mkoka
31/05/19,31,5,19,71,2,12,1834,5,1915,8,NA,2,"Pigeon Pea, Cowpea, Sunflower",3,3,2,NA,2,1,1,1,1,1,2,NA,NA,NA,2,1,-5.7549426,36.5398929,Makawa,Mkoka
31/05/19,31,5,19,72,1,12,1836,5,1915,8,NA,2,Sunflower,1,3,1,"2, 3",2,1,1,1,1,2,1,NA,bags,"winnow, sort",1,1,-5.755073,36.5393134,Makawa,Mkoka
31/05/19,31,5,19,72,2,12,1835,5,1915,8,NA,2,"Sunflower, Sorghum",2,3,1,"2, 3",2,2,NA,1,1,1,5,Mkeka,NA,NA,1,1,-5.755073,36.5393134,Makawa,Mkoka
31/05/19,31,5,19,72,3,12,1836,5,1915,8,NA,2,"Sorghum, Groundnut",2,3,1,"2, 3",1,1,1,1,1,3,2,NA,NA,NA,1,1,-5.755073,36.5393134,Makawa,Mkoka
31/05/19,31,5,19,72,4,12,1834,5,1915,8,NA,2,Sorghum,1,3,1,"2, 3",2,2,NA,1,1,2,1,NA,bags,"winnow, sort",2,1,-5.755073,36.5393134,Makawa,Mkoka
31/05/19,31,5,19,72,5,1,1902,5,1915,8,NA,2,Sunflower,1,3,1,"2, 3",1,2,NA,1,1,1,5,Mkeka,plastic_container,"winnow, sort",2,0,-5.755073,36.5393134,Makawa,Mkoka
31/05/19,31,5,19,73,1,12,1834,5,1915,8,NA,2,"Sorghum, Sunflower",2,1,1,"2, 3",1,1,1,1,1,1,2,NA,bags,NA,4,0,-5.7773606,36.4599514,Mlanje,Mkoka
31/05/19,31,5,19,73,2,12,1835,5,1915,8,NA,2,Sunflower,1,3,1,2,2,1,1,1,1,1,2,NA,bags,winnow,4,0,-5.7773606,36.4599514,Mlanje,Mkoka
31/05/19,31,5,19,73,3,12,1834,5,1915,8,NA,2,"Sunflower, Pigeon Pea",2,3,1,2,2,1,1,1,1,2,2,NA,bags,"winnow, sort",2,1,-5.7773606,36.4599514,Mlanje,Mkoka
31/05/19,31,5,19,73,4,12,1836,4,1911,8,NA,2,Pigeon Pea,1,3,1,3,2,1,1,1,2,1,1,NA,bags,winnow,4,0,-5.7773606,36.4599514,Mlanje,Mkoka
31/05/19,31,5,19,73,5,12,1834,5,1915,8,NA,2,"Sorghum, Sunflower",2,3,1,2,1,2,NA,1,1,2,5,Yalivunwa yakiwa yamekauka,bags,"winnow, sort",2,1,-5.7773606,36.4599514,Mlanje,Mkoka
31/05/19,31,5,19,73,6,1,1901,5,1915,8,NA,2,Pigeon Pea,1,3,1,3,2,1,1,2,NA,1,1,NA,bags,"winnow, sort",2,1,-5.7773606,36.4599514,Mlanje,Mkoka
31/05/19,31,5,19,73,7,12,1835,5,1915,8,NA,2,"Sunflower, Pigeon Pea",2,1,1,2,3,1,1,1,1,2,5,Yalikaukia shambani.,NA,winnow,2,1,-5.7773606,36.4599514,Mlanje,Mkoka
31/05/19,31,5,19,73,8,1,1903,5,1915,8,NA,2,Groundnut,1,3,1,2,3,1,1,1,1,2,5,Yalikaukia shambani,NA,winnow,1,1,-5.7773606,36.4599514,Mlanje,Mkoka
31/05/19,31,5,19,73,9,1,1901,5,1915,8,NA,2,"Groundnut, Sunflower",2,3,1,"2, 3",2,1,1,1,1,2,5,Yalikaukia shambani,bags,"winnow, sort",2,1,-5.7773606,36.4599514,Mlanje,Mkoka
31/05/19,31,5,19,73,10,1,1903,5,1915,8,NA,2,"Sunflower, Pigeon Pea",2,3,1,"2, 3",3,1,1,1,1,2,5,Yalikaukia shambani,NA,NA,2,1,-5.7773606,36.4599514,Mlanje,Mkoka
31/05/19,31,5,19,74,1,1,1901,5,1913,9,Purchased from neighbor. Ndogo,2,Red Sorghum,1,3,1,2,3,2,NA,1,2,1,5,None,NA,NA,2,1,-5.778173582,36.45657054,Mlanje,Mkoka
31/05/19,31,5,19,74,2,2,1905,5,1915,"8, 9",Pana,2,"Sunflower, Cowpea",2,3,1,"1, 2",1,1,1,2,NA,2,1,NA,bags,"winnow, sort",1,1,-5.778173582,36.45657054,Mlanje,Mkoka
43471,1,6,2019,75,1,12,1836,4,1912,8,NA,2,"Pearl Millet, Sorghum",2,1,1,3,2,1,2,1,1,1,2,NA,NA,NA,1,1,-5.9959068,36.4450994,Chamae,Hogoro
43471,1,6,2019,75,2,12,1835,5,1915,NA,NA,1,NA,0,2,1,"2, 3",1,2,NA,1,1,2,2,NA,bags,"winnow, sort",3,1,-5.9959068,36.4450994,Chamae,Hogoro
43471,1,6,2019,75,3,1,1901,5,1915,NA,Ilinunuliwa katika maduka ya pembejeo.,1,NA,0,2,2,NA,NA,1,NA,NA,NA,3,2,NA,NA,NA,2,1,-5.9959068,36.4450994,Chamae,Hogoro
43471,1,6,2019,75,4,12,1835,5,1914,8,NA,2,"Chickpea, Groundnut",2,3,1,"1, 3",1,2,NA,1,1,2,2,NA,bags,"winnow, sort",3,1,-5.9959068,36.4450994,Chamae,Hogoro
43471,1,6,2019,75,5,1,1901,5,1915,8,NA,1,NA,0,3,1,"2, 3",3,2,NA,1,1,2,2,NA,NA,NA,1,1,-5.9959068,36.4450994,Chamae,Hogoro
43471,1,6,2019,76,1,12,1834,4,1910,8,NA,2,Sorghum,1,3,1,2,1,2,NA,2,NA,1,2,NA,bags,none,1,1,-5.985670427,36.44823538,Chamae,Hogoro
43471,1,6,2019,76,2,12,1836,4,1912,8,NA,1,NA,0,3,1,2,3,1,1,1,1,1,2,NA,none,"winnow, sort",1,1,-5.985670427,36.44823538,Chamae,Hogoro
43471,1,6,2019,76,3,1,1901,5,1915,9,Purchased from neighbor. Fupi,2,Sunflower,1,1,1,"1, 2",2,1,1,2,NA,3,2,NA,none,"winnow, sort",1,1,-5.985670427,36.44823538,Chamae,Hogoro
43471,1,6,2019,76,4,1,1901,5,1915,"8, 9",Ilonga mixture,1,NA,0,3,1,2,1,1,1,1,1,1,1,NA,none,"winnow, sort",1,1,-5.985670427,36.44823538,Chamae,Hogoro
43530,3,6,2019,77,1,1,1901,6,1916,"8, 9",Mixture,2,Groundnut,1,3,1,2,2,2,NA,1,1,1,2,NA,NA,winnow,1,1,-5.962729178,36.35213442,Msunjilile,Sejeli
43530,3,6,2019,78,1,1,NA,6,1916,8,NA,1,NA,0,3,1,2,3,1,1,1,1,1,5,None,none,"winnow, sort",1,1,-5.963008244,36.35259427,Msunjilile,Sejeli
43530,3,6,2019,78,2,1,1902,6,1916,8,NA,2,Sunflower,1,3,1,2,2,2,NA,1,1,3,1,NA,none,"winnow, sort",1,1,-5.963008244,36.35259427,Msunjilile,Sejeli
43530,3,6,2019,78,3,11,1831,5,1915,2,NA,1,NA,0,3,1,2,1,1,1,1,1,2,1,NA,bags,"winnow, sort",3,1,-5.963008244,36.35259427,Msunjilile,Sejeli
43530,3,6,2019,79,1,12,1836,6,1916,8,NA,2,"Groundnut, Chickpea",2,3,1,3,2,2,NA,1,1,1,2,NA,bags,"winnow, sort",2,1,-5.9627259,36.3536599,Msunjilile,Sejeli
43530,3,6,2019,79,2,1,1901,5,1913,8,NA,2,Sorghum,1,3,1,3,2,2,NA,1,1,1,2,NA,bags,"winnow, sort",1,1,-5.9627259,36.3536599,Msunjilile,Sejeli
43530,3,6,2019,79,3,1,1901,5,1913,8,NA,2,"Sorghum, Groundnut",2,1,1,"2, 3",2,1,1,1,1,1,2,NA,plastic_container,"winnow, sort",2,1,-5.9627259,36.3536599,Msunjilile,Sejeli
43530,3,6,2019,79,4,1,1901,5,1914,8,NA,2,Sesame,1,3,1,"2, 3",3,1,1,1,1,2,5,Yalikaukia shambani,bags,"winnow, sort",1,1,-5.9627259,36.3536599,Msunjilile,Sejeli
43561,4,6,2019,80,1,12,1836,5,1915,8,NA,2,"Sunflower, Groundnut",2,3,1,3,1,1,1,1,1,2,5,Yalikaukia shambani,plastic_container,"winnow, sort",2,1,-6.0842712,36.7331852,Pandambili A,Pandambili
43561,4,6,2019,80,2,12,1836,5,1915,NA,NA,2,Sunflower,1,3,1,2,1,2,NA,1,1,1,2,NA,NA,NA,4,0,-6.0842712,36.7331852,Pandambili A,Pandambili
43561,4,6,2019,80,3,1,1901,5,1913,8,NA,1,NA,0,3,1,"2, 3",3,2,NA,1,1,1,2,NA,bags,"winnow, sort",4,0,-6.0842712,36.7331852,Pandambili A,Pandambili
43561,4,6,2019,80,4,12,1836,5,NA,8,NA,2,"Sunflower, Pigeon Pea",2,3,1,3,3,2,NA,1,1,1,2,NA,bags,"winnow, sort",2,1,-6.0842712,36.7331852,Pandambili A,Pandambili
43561,4,6,2019,80,5,1,1901,5,1915,8,NA,2,"Cowpea, Sunflower",2,3,1,3,1,2,NA,1,1,1,2,NA,bags,"winnow, sort",2,1,-6.0842712,36.7331852,Pandambili A,Pandambili
43561,4,6,2019,80,6,2,1904,6,1916,8,NA,2,Cowpea,1,3,1,2,1,2,NA,1,1,1,1,NA,bags,"winnow, sort",4,1,-6.0842712,36.7331852,Pandambili A,Pandambili
43561,4,6,2019,80,7,12,1836,5,1914,8,NA,2,"Sunflower, Sorghum",2,3,1,3,2,1,1,1,1,1,1,NA,"bags, insecticide","winnow, sort",2,1,-6.0842712,36.7331852,Pandambili A,Pandambili
43561,4,6,2019,80,8,12,1836,5,1915,8,NA,2,Sunflower,1,3,1,2,2,2,NA,1,2,1,2,NA,bags,"winnow, sort",4,0,-6.0842712,36.7331852,Pandambili A,Pandambili
43561,4,6,2019,80,9,1,1901,5,1915,8,NA,2,"Sorghum, Sunflower",2,3,1,2,1,2,NA,1,1,2,5,Yalikaukia shambani,bags,"winnow, sort",2,1,-6.0842712,36.7331852,Pandambili A,Pandambili
43561,4,6,2019,80,10,12,1834,6,1916,8,NA,2,"Sunflower, Cowpea, Sorghum",3,3,1,2,2,1,1,1,1,2,5,Yalikaukia shambani,"bags, insecticide","winnow, sort",2,1,-6.0842712,36.7331852,Pandambili A,Pandambili
43561,4,6,2019,80,11,1,1901,5,1915,8,NA,2,"Sunflower, Cowpea, Sorghum",3,1,1,"2, 3",1,2,NA,1,1,1,2,NA,NA,NA,1,1,-6.0842712,36.7331852,Pandambili A,Pandambili
43561,4,6,2019,80,12,1,1901,5,1915,8,NA,2,Sunflower,1,3,1,2,2,1,1,1,1,1,2,NA,"tarp, inside","winnow, sort",2,1,-6.0842712,36.7331852,Pandambili A,Pandambili
43561,4,6,2019,81,1,1,1903,6,1916,9,Purchased from neighbor,2,"Sunflower, Pigeon Pea",2,3,1,2,2,1,1,2,NA,1,2,NA,bags,"winnow, sort",2,1,-6.084796332,36.72727813,Pandambili A,Pandambili
43561,4,6,2019,81,2,1,1901,6,1916,"8, 9",Kati,2,Sunflower,1,3,1,2,3,1,1,1,1,3,1,NA,NA,NA,2,1,-6.084796332,36.72727813,Pandambili A,Pandambili
43561,4,6,2019,82,1,2,1906,5,1914,8,NA,2,"Sunflower, Groundnut",2,3,1,2,1,2,NA,2,NA,3,2,NA,bags,"winnow, sort",4,1,-6.084704075,36.73730341,Pandambili A,Pandambili
43561,4,6,2019,82,2,12,1834,5,1914,8,NA,2,"Sunflower, Cowpea, Groundnut, Okra",4,1,1,2,3,2,NA,1,1,3,1,NA,bags,winnow,4,1,-6.084704075,36.73730341,Pandambili A,Pandambili
43561,4,6,2019,82,3,12,1834,5,1914,9,Purchased at pembejeo. Rubango,1,NA,0,3,1,2,2,1,1,1,1,2,5,Small wooden elevated stand,none,"winnow, sort",4,1,-6.084704075,36.73730341,Pandambili A,Pandambili
43561,4,6,2019,83,1,12,1836,5,1915,8,NA,2,Sorghum,1,3,1,2,1,2,NA,1,2,1,2,NA,bags,"winnow, sort",2,1,-6.2903496,36.7501695,Mlali,Mlali
43561,4,6,2019,83,2,1,1901,6,1916,8,NA,2,Sunflower,1,3,1,2,2,1,1,1,1,2,5,Yalikaukia shambani,bags,"winnow, sort",4,1,-6.2903496,36.7501695,Mlali,Mlali
43561,4,6,2019,83,3,12,1836,5,1915,8,NA,2,"Sunflower, Sorghum",2,3,1,2,2,2,NA,1,1,1,2,NA,tarp,"winnow, sort",2,1,-6.2903496,36.7501695,Mlali,Mlali
43561,4,6,2019,84,1,12,1836,6,1916,8,NA,2,Sunflower,1,3,1,2,2,1,1,1,1,1,2,NA,NA,NA,2,1,-6.295626091,36.74900492,Mlali,Mlali
43561,4,6,2019,85,1,1,1901,6,1916,8,NA,2,"Pigeon Pea, Pumpkin, Cowpea, Chickpea, Sunflower",5,3,1,2,2,1,1,1,1,1,1,NA,NA,NA,2,1,-6.296016173,36.74818553,Mlali,Mlali
43561,4,6,2019,86,1,12,1834,5,1913,8,NA,2,Sorghum,1,3,1,2,2,1,1,1,1,1,1,NA,bags,winnow,4,1,-6.1933585,36.6067343,Laikala,Sagara
43561,4,6,2019,86,2,12,1836,5,1915,8,NA,2,Sunflower,1,3,1,2,2,1,1,2,NA,1,1,NA,bags,"winnow, sort",2,1,-6.1933585,36.6067343,Laikala,Sagara
43561,4,6,2019,86,3,1,1901,6,1916,NA,NA,2,"Sunflower, Sorghum",2,3,1,2,2,1,2,1,2,2,2,NA,bags,"winnow, sort",2,1,-6.1933585,36.6067343,Laikala,Sagara
43561,4,6,2019,86,4,1,1901,5,1914,8,NA,2,Sunflower,1,3,1,"2, 3",2,1,1,1,1,3,2,NA,bags,winnow,4,0,-6.1933585,36.6067343,Laikala,Sagara
43561,4,6,2019,86,5,1,1901,6,1916,8,NA,2,Sunflower,1,3,1,3,1,1,2,1,2,1,2,NA,none,winnow,2,1,-6.1933585,36.6067343,Laikala,Sagara
43561,4,6,2019,86,6,1,1901,6,1916,8,NA,1,NA,0,1,1,2,1,1,1,1,1,2,2,NA,bags,"winnow, sort",2,1,-6.1933585,36.6067343,Laikala,Sagara
43561,4,6,2019,86,7,12,1836,6,1916,8,NA,2,Sunflower,1,3,1,2,1,1,1,1,1,1,2,NA,none,winnow,2,1,-6.1933585,36.6067343,Laikala,Sagara
43622,6,6,2019,87,1,1,1901,6,1916,8,NA,2,"Groundnut, Cowpea, Sunflower",3,3,1,"2, 3",2,2,NA,1,1,1,1,NA,none,"winnow, sort",1,1,-5.8151213,36.4312379,Mkoka,Mkoka
43622,6,6,2019,87,2,1,1901,6,1916,8,NA,2,"Sunflower, Sorghum",2,3,1,2,2,2,NA,1,2,3,2,NA,none,"winnow, sort",2,1,-5.8151213,36.4312379,Mkoka,Mkoka
43622,6,6,2019,87,3,1,1901,6,1916,8,NA,2,NA,NA,3,1,2,1,1,1,1,1,2,5,Yalikaukia shambani,none,"winnow, sort",1,1,-5.8151213,36.4312379,Mkoka,Mkoka
43622,6,6,2019,87,4,12,1835,6,1916,8,NA,2,Sorghum,1,3,1,2,1,1,1,1,1,1,2,NA,bags,"winnow, sort",1,1,-5.8151213,36.4312379,Mkoka,Mkoka
43622,6,6,2019,87,5,1,1901,6,1916,8,NA,2,Sunflower,1,3,1,2,2,1,1,2,NA,1,2,NA,bags,"winnow, sort",2,1,-5.8151213,36.4312379,Mkoka,Mkoka
43622,6,6,2019,87,6,1,1902,6,1916,8,NA,2,"Sunflower, Sorghum",2,3,1,2,2,1,1,2,NA,1,1,NA,bags,"winnow, sort",1,1,-5.8151213,36.4312379,Mkoka,Mkoka
43622,6,6,2019,87,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bags,winnow,NA,1,-5.8151213,36.4312379,Mkoka,Mkoka
43622,6,6,2019,88,1,1,1901,6,1916,NA,NA,2,"Groundnut, Sunflower",2,3,1,2,2,1,1,1,1,2,5,Yalikaukia shambani,baskets,"winnow, sort",1,1,-5.815855,36.431457,Mkoka,Mkoka
43622,6,6,2019,88,2,1,1901,6,1916,8,NA,2,"Sorghum, Groundnut, Sunflower",3,3,1,2,2,1,1,1,1,2,5,Yalikaukia shambani,bags,"winnow, sort",1,1,-5.815855,36.431457,Mkoka,Mkoka
43622,6,6,2019,88,3,1,1901,6,1916,8,NA,2,Sunflower,1,3,1,"2, 3",1,2,NA,1,1,1,1,NA,NA,NA,2,1,-5.815855,36.431457,Mkoka,Mkoka
43622,6,6,2019,88,4,12,1836,6,1916,8,NA,2,"Sunflower, Pumpkin",2,3,1,"2, 3",1,2,NA,1,1,1,1,NA,bags,"winnow, sort",2,1,-5.815855,36.431457,Mkoka,Mkoka
43622,6,6,2019,88,5,1,1901,6,1916,8,NA,2,"Sorghum, Sunflower",2,3,1,2,3,2,NA,1,2,1,1,NA,NA,NA,2,1,-5.815855,36.431457,Mkoka,Mkoka
43622,6,6,2019,88,6,12,1836,6,1916,8,NA,2,Sunflower,1,3,1,2,2,2,NA,1,1,1,1,NA,bags,"winnow, sort",2,1,-5.815855,36.431457,Mkoka,Mkoka
43622,6,6,2019,89,1,12,1835,6,1916,"8, 9",Kubwa,2,"Pigeon Pea, Sunflower",2,3,1,2,1,1,1,1,1,1,5,None,NA,NA,2,1,-5.817955294,36.43162029,Mkoka,Mkoka
43622,6,6,2019,89,2,12,1836,6,1916,"8, 9","Nyekundu, fupi",2,"Sunflower, Cowpea, Pigeon Pea",3,3,1,2,3,1,1,1,1,1,5,None,bags,"winnow, sort",2,1,-5.817955294,36.43162029,Mkoka,Mkoka
43622,6,6,2019,89,3,1,1901,6,1916,8,NA,2,Sorghum,1,3,1,2,3,2,NA,2,NA,1,2,NA,NA,NA,1,1,-5.817955294,36.43162029,Mkoka,Mkoka
43622,6,6,2019,89,4,12,1834,6,1916,9,Purchased from neighbor,2,"Chickpea, Groundnut",2,3,1,2,3,1,1,1,2,2,2,NA,bags,"winnow, sort",2,1,-5.817955294,36.43162029,Mkoka,Mkoka
43622,6,6,2019,89,5,12,1836,5,1913,9,Purchased from neighbor,2,"Sunflower, Pigeon Pea",2,3,1,"1, 2",3,1,1,1,1,1,2,NA,NA,NA,2,1,-5.817955294,36.43162029,Mkoka,Mkoka
43622,6,6,2019,90,1,12,1836,5,1913,"8, 9",Ndogo,2,Sunflower,1,3,1,2,3,2,NA,1,1,1,2,NA,bags,none,1,1,-5.818151,36.430894,Mkoka,Mkoka